PrescriptionID,PetID,VetID,Diagnosis,Dosage,DateIssued,MedicationID
PR21811,P01451,V1037,Nutritional Deficiency,3 times a day for 3 days,2025-01-15,M10000
PR21812,P06687,V1019,Internal Injury,2 times a day for 8 days,2024-01-11,M10078
PR21813,P07993,V1041,Mild Infection,1 times a day for 12 days,2024-07-29,M10004
PR21814,P06483,V1033,Dental Abscess,2 times a day for 4 days,2025-01-03,M10056
PR21815,P06494,V1012,Nutritional Deficiency,3 times a day for 7 days,2025-02-24,M10000
PR21816,P00745,V1044,Internal Injury,1 times a day for 8 days,2024-09-14,M10035
PR21817,P01341,V1010,Mild Infection,3 times a day for 14 days,2025-01-16,M10004
PR21818,P09472,V1007,Mild Infection,1 times a day for 11 days,2024-05-21,M10004
PR21819,P02103,V1031,Parasitic Infestation,3 times a day for 7 days,2024-10-17,M10002
PR21820,P01568,V1013,Internal Injury,1 times a day for 9 days,2024-12-20,M10004
PR21821,P09232,V1027,Fungal Infection,2 times a day for 12 days,2024-06-17,M10004
PR21822,P02320,V1000,Mild Infection,3 times a day for 3 days,2024-08-07,M10004
PR21823,P07893,V1025,Mild Infection,1 times a day for 10 days,2024-12-09,M10004
PR21824,P02597,V1023,Allergic Dermatitis,3 times a day for 5 days,2024-06-12,M10000
PR21825,P09463,V1020,Mild Infection,2 times a day for 6 days,2024-01-21,M10004
PR21826,P06625,V1010,Nutritional Deficiency,1 times a day for 14 days,2024-03-17,M10000
PR21827,P08680,V1034,Mild Infection,3 times a day for 5 days,2024-04-03,M10004
PR21828,P01634,V1032,Nutritional Deficiency,3 times a day for 3 days,2024-04-04,M10000
PR21829,P01583,V1000,Nutritional Deficiency,3 times a day for 7 days,2024-05-11,M10000
PR21830,P03193,V1005,Severe Gingivitis,1 times a day for 7 days,2024-04-09,M10004
PR21831,P02932,V1044,Severe Infection,3 times a day for 4 days,2024-04-30,M10002
PR21832,P09953,V1017,Fungal Infection,3 times a day for 4 days,2024-03-16,M10004
PR21833,P04131,V1040,Fracture,2 times a day for 7 days,2024-08-11,M10085
PR21834,P04979,V1039,Nutritional Deficiency,1 times a day for 11 days,2024-03-17,M10000
PR21835,P05764,V1037,Fungal Infection,2 times a day for 14 days,2025-02-12,M10004
PR21836,P05837,V1026,Internal Injury,3 times a day for 11 days,2024-12-10,M10018
PR21837,P04965,V1008,Mild Infection,2 times a day for 3 days,2024-05-23,M10004
PR21838,P05564,V1022,Mild Infection,1 times a day for 9 days,2024-05-27,M10004
PR21839,P00036,V1041,Fungal Infection,1 times a day for 6 days,2024-09-29,M10004
PR21840,P09534,V1001,Mild Infection,1 times a day for 5 days,2024-09-12,M10004
PR21841,P08647,V1023,Nutritional Deficiency,3 times a day for 4 days,2024-05-16,M10000
PR21842,P01494,V1007,Mild Infection,1 times a day for 12 days,2025-02-16,M10004
PR21843,P08867,V1000,Internal Injury,2 times a day for 8 days,2024-08-12,M10056
PR21844,P00908,V1023,Nutritional Deficiency,2 times a day for 8 days,2024-11-23,M10000
PR21845,P05445,V1019,Internal Injury,1 times a day for 7 days,2024-10-01,M10014
PR21846,P06121,V1023,Mild Infection,1 times a day for 10 days,2024-11-09,M10004
PR21847,P03848,V1011,Mild Infection,1 times a day for 10 days,2024-04-21,M10004
PR21848,P07312,V1037,Parasitic Infestation,2 times a day for 10 days,2024-02-13,M10002
PR21849,P02321,V1032,Fracture,2 times a day for 13 days,2024-05-13,M10004
PR21850,P09993,V1043,Dental Abscess,2 times a day for 4 days,2024-03-18,M10056
PR21851,P05326,V1006,Nutritional Deficiency,2 times a day for 8 days,2024-01-09,M10000
PR21852,P01736,V1014,Fungal Infection,2 times a day for 11 days,2025-02-07,M10004
PR21853,P04254,V1046,Internal Injury,2 times a day for 8 days,2024-08-10,M10018
PR21854,P03688,V1004,Nutritional Deficiency,3 times a day for 9 days,2024-02-06,M10000
PR21855,P08211,V1016,Internal Injury,3 times a day for 5 days,2025-02-24,M10000
PR21856,P04557,V1039,Allergic Dermatitis,3 times a day for 3 days,2024-02-11,M10000
PR21857,P01257,V1005,Nutritional Deficiency,2 times a day for 8 days,2024-12-01,M10000
PR21858,P06199,V1012,Nutritional Deficiency,1 times a day for 4 days,2024-02-28,M10000
PR21859,P01874,V1011,Nutritional Deficiency,2 times a day for 14 days,2024-04-08,M10000
PR21860,P01158,V1031,Allergic Dermatitis,2 times a day for 11 days,2025-02-14,M10000
PR21861,P09696,V1042,Nutritional Deficiency,3 times a day for 3 days,2024-03-21,M10000
PR21862,P08081,V1024,Internal Injury,3 times a day for 13 days,2024-11-16,M10082
PR21863,P09930,V1026,Severe Infection,1 times a day for 4 days,2024-07-03,M10002
PR21864,P04150,V1046,Fracture,2 times a day for 9 days,2024-10-07,M10056
PR21865,P04541,V1031,Mild Infection,1 times a day for 10 days,2024-04-12,M10004
PR21866,P03381,V1040,Severe Infection,3 times a day for 14 days,2024-12-13,M10002
PR21867,P03623,V1010,Internal Injury,3 times a day for 7 days,2024-04-24,M10015
PR21868,P02030,V1014,Fungal Infection,1 times a day for 11 days,2024-02-20,M10004
PR21869,P07896,V1031,Allergic Dermatitis,1 times a day for 14 days,2024-08-30,M10000
PR21870,P02628,V1037,Mild Infection,1 times a day for 6 days,2025-01-17,M10004
PR21871,P08328,V1014,Mild Infection,1 times a day for 7 days,2024-03-27,M10004
PR21872,P02362,V1029,Nutritional Deficiency,2 times a day for 5 days,2024-05-02,M10000
PR21873,P02707,V1033,Mild Infection,2 times a day for 6 days,2024-12-14,M10004
PR21874,P02834,V1020,Fracture,2 times a day for 11 days,2024-02-26,M10067
PR21875,P09343,V1024,Fracture,3 times a day for 4 days,2024-07-22,M10077
PR21876,P02663,V1040,Severe Infection,3 times a day for 14 days,2024-01-19,M10002
PR21877,P02592,V1017,Parasitic Infestation,3 times a day for 7 days,2024-11-15,M10002
PR21878,P08017,V1018,Fracture,3 times a day for 13 days,2025-01-29,M10083
PR21879,P09928,V1038,Mild Infection,3 times a day for 12 days,2024-05-30,M10004
PR21880,P00905,V1022,Fungal Infection,2 times a day for 3 days,2024-03-03,M10004
PR21881,P04686,V1045,Nutritional Deficiency,1 times a day for 14 days,2024-01-22,M10000
PR21882,P09687,V1012,Fracture,2 times a day for 12 days,2024-01-06,M10000
PR21883,P00499,V1022,Parasitic Infestation,3 times a day for 14 days,2024-09-07,M10002
PR21884,P07987,V1016,Severe Infection,3 times a day for 6 days,2025-01-19,M10002
PR21885,P06196,V1045,Allergic Dermatitis,1 times a day for 14 days,2024-05-04,M10000
PR21886,P06207,V1018,Nutritional Deficiency,1 times a day for 5 days,2024-08-05,M10000
PR21887,P00201,V1029,Nutritional Deficiency,1 times a day for 8 days,2024-02-12,M10000
PR21888,P05834,V1018,Severe Infection,3 times a day for 5 days,2024-04-13,M10002
PR21889,P05165,V1037,Fungal Infection,3 times a day for 14 days,2025-01-23,M10004
PR21890,P01724,V1028,Fracture,3 times a day for 10 days,2024-06-22,M10048
PR21891,P01544,V1000,Nutritional Deficiency,2 times a day for 12 days,2025-01-28,M10000
PR21892,P04165,V1045,Nutritional Deficiency,3 times a day for 12 days,2024-07-20,M10000
PR21893,P09376,V1042,Nutritional Deficiency,2 times a day for 13 days,2024-12-02,M10000
PR21894,P01629,V1006,Parasitic Infestation,2 times a day for 5 days,2024-12-21,M10002
PR21895,P07937,V1016,Internal Injury,1 times a day for 3 days,2024-08-13,M10035
PR21896,P09886,V1022,Fungal Infection,2 times a day for 9 days,2024-07-22,M10004
PR21897,P02889,V1028,Internal Injury,3 times a day for 12 days,2024-12-08,M10077
PR21898,P07241,V1049,Fracture,2 times a day for 14 days,2024-05-08,M10035
PR21899,P01053,V1028,Fracture,1 times a day for 9 days,2024-05-28,M10082
PR21900,P00830,V1005,Severe Gingivitis,3 times a day for 14 days,2024-07-12,M10004
PR21901,P06345,V1022,Allergic Dermatitis,3 times a day for 12 days,2024-12-29,M10000
PR21902,P03303,V1049,Internal Injury,2 times a day for 7 days,2024-11-04,M10018
PR21903,P05698,V1041,Mild Infection,3 times a day for 10 days,2024-11-21,M10004
PR21904,P00961,V1002,Fracture,1 times a day for 12 days,2024-05-06,M10015
PR21905,P00336,V1036,Severe Infection,1 times a day for 8 days,2024-08-28,M10002
PR21906,P00931,V1024,Severe Infection,1 times a day for 9 days,2025-01-22,M10002
PR21907,P05649,V1044,Nutritional Deficiency,1 times a day for 8 days,2024-05-10,M10000
PR21908,P03202,V1027,Mild Infection,2 times a day for 13 days,2024-11-13,M10004
PR21909,P01005,V1031,Parasitic Infestation,1 times a day for 8 days,2025-02-12,M10002
PR21910,P00520,V1022,Parasitic Infestation,3 times a day for 9 days,2024-11-15,M10002
PR21911,P01361,V1041,Nutritional Deficiency,3 times a day for 11 days,2024-05-04,M10000
PR21912,P00002,V1049,Severe Infection,3 times a day for 9 days,2024-08-02,M10002
PR21913,P05161,V1020,Mild Infection,2 times a day for 3 days,2024-06-28,M10004
PR21914,P07643,V1029,Mild Infection,3 times a day for 12 days,2024-08-03,M10004
PR21915,P09458,V1046,Fracture,1 times a day for 5 days,2025-02-17,M10038
PR21916,P05153,V1045,Allergic Dermatitis,1 times a day for 6 days,2024-10-04,M10000
PR21917,P04471,V1023,Parasitic Infestation,2 times a day for 10 days,2025-01-13,M10002
PR21918,P02016,V1011,Fracture,3 times a day for 8 days,2024-04-06,M10070
PR21919,P01128,V1039,Fungal Infection,2 times a day for 13 days,2024-10-18,M10004
PR21920,P04180,V1026,Mild Infection,1 times a day for 14 days,2025-02-16,M10004
PR21921,P03006,V1044,Severe Infection,1 times a day for 12 days,2024-02-21,M10002
PR21922,P06278,V1017,Fungal Infection,3 times a day for 7 days,2024-04-25,M10004
PR21923,P08653,V1003,Severe Infection,2 times a day for 4 days,2024-08-22,M10002
PR21924,P03313,V1043,Severe Gingivitis,2 times a day for 11 days,2024-05-25,M10004
PR21925,P06812,V1046,Severe Infection,2 times a day for 9 days,2025-02-20,M10002
PR21926,P03048,V1028,Nutritional Deficiency,2 times a day for 12 days,2024-06-21,M10000
PR21927,P05039,V1013,Fracture,2 times a day for 4 days,2024-09-23,M10020
PR21928,P04263,V1026,Mild Infection,2 times a day for 9 days,2024-08-28,M10004
PR21929,P02163,V1049,Internal Injury,1 times a day for 10 days,2024-01-03,M10070
PR21930,P06707,V1003,Fracture,3 times a day for 7 days,2024-03-10,M10046
PR21931,P00273,V1027,Nutritional Deficiency,2 times a day for 7 days,2024-05-07,M10000
PR21932,P04772,V1003,Internal Injury,1 times a day for 13 days,2025-02-10,M10002
PR21933,P01232,V1034,Nutritional Deficiency,3 times a day for 13 days,2024-02-07,M10000
PR21934,P00753,V1036,Mild Infection,3 times a day for 9 days,2024-04-16,M10004
PR21935,P08575,V1012,Mild Infection,1 times a day for 5 days,2024-08-11,M10004
PR21936,P02944,V1001,Nutritional Deficiency,1 times a day for 13 days,2024-07-14,M10000
PR21937,P09901,V1009,Internal Injury,3 times a day for 7 days,2024-10-01,M10020
PR21938,P00948,V1019,Internal Injury,3 times a day for 6 days,2024-08-22,M10083
PR21939,P04293,V1022,Mild Infection,1 times a day for 11 days,2024-05-08,M10004
PR21940,P07645,V1020,Mild Infection,3 times a day for 5 days,2024-08-06,M10004
PR21941,P00478,V1024,Severe Infection,2 times a day for 8 days,2024-12-07,M10002
PR21942,P04621,V1034,Tooth Decay,2 times a day for 14 days,2025-01-10,M10032
PR21943,P02895,V1027,Mild Infection,2 times a day for 3 days,2024-10-20,M10004
PR21944,P09541,V1039,Nutritional Deficiency,1 times a day for 4 days,2024-04-29,M10000
PR21945,P07521,V1007,Mild Infection,2 times a day for 9 days,2024-09-21,M10004
PR21946,P09227,V1015,Fracture,2 times a day for 7 days,2024-11-07,M10015
PR21947,P08033,V1045,Nutritional Deficiency,2 times a day for 14 days,2024-08-13,M10000
PR21948,P03720,V1026,Severe Infection,3 times a day for 3 days,2024-07-17,M10002
PR21949,P04036,V1014,Nutritional Deficiency,3 times a day for 7 days,2024-03-09,M10000
PR21950,P09025,V1013,Severe Infection,3 times a day for 9 days,2024-09-05,M10002
PR21951,P04437,V1023,Mild Infection,2 times a day for 3 days,2024-11-15,M10004
PR21952,P07508,V1015,Severe Infection,3 times a day for 14 days,2024-07-14,M10002
PR21953,P04805,V1027,Fungal Infection,1 times a day for 6 days,2024-02-15,M10004
PR21954,P02459,V1017,Fungal Infection,1 times a day for 14 days,2024-12-11,M10004
PR21955,P03555,V1038,Dental Abscess,2 times a day for 3 days,2024-02-15,M10058
PR21956,P07500,V1008,Mild Infection,1 times a day for 5 days,2024-05-03,M10004
PR21957,P01390,V1022,Mild Infection,2 times a day for 3 days,2024-04-11,M10004
PR21958,P02427,V1023,Nutritional Deficiency,3 times a day for 11 days,2024-03-15,M10000
PR21959,P07793,V1043,Mild Infection,2 times a day for 10 days,2025-01-14,M10004
PR21960,P09584,V1045,Fungal Infection,3 times a day for 3 days,2024-09-30,M10004
PR21961,P04363,V1041,Fungal Infection,1 times a day for 12 days,2024-11-15,M10004
PR21962,P02483,V1042,Mild Infection,1 times a day for 8 days,2024-03-07,M10004
PR21963,P08662,V1011,Severe Infection,3 times a day for 11 days,2024-10-10,M10002
PR21964,P03511,V1027,Allergic Dermatitis,3 times a day for 7 days,2024-10-29,M10000
PR21965,P06525,V1004,Dental Abscess,3 times a day for 6 days,2024-08-07,M10026
PR21966,P02286,V1006,Fungal Infection,1 times a day for 11 days,2024-05-28,M10004
PR21967,P09556,V1017,Parasitic Infestation,1 times a day for 14 days,2024-10-04,M10002
PR21968,P05344,V1001,Nutritional Deficiency,1 times a day for 13 days,2024-02-02,M10000
PR21969,P00818,V1019,Severe Infection,3 times a day for 3 days,2024-09-23,M10002
PR21970,P03750,V1039,Parasitic Infestation,2 times a day for 8 days,2025-01-13,M10002
PR21971,P03911,V1020,Severe Infection,2 times a day for 14 days,2024-06-07,M10002
PR21972,P06451,V1032,Nutritional Deficiency,2 times a day for 7 days,2024-07-05,M10000
PR21973,P00003,V1020,Fracture,2 times a day for 14 days,2024-04-17,M10064
PR21974,P09743,V1013,Internal Injury,2 times a day for 10 days,2025-01-20,M10018
PR21975,P08497,V1031,Mild Infection,2 times a day for 9 days,2025-02-02,M10004
PR21976,P05692,V1039,Nutritional Deficiency,1 times a day for 7 days,2024-10-17,M10000
PR21977,P05179,V1039,Mild Infection,1 times a day for 7 days,2024-08-22,M10004
PR21978,P04850,V1013,Fracture,3 times a day for 3 days,2024-03-11,M10082
PR21979,P07237,V1016,Severe Infection,1 times a day for 7 days,2024-11-09,M10002
PR21980,P09789,V1039,Mild Infection,3 times a day for 5 days,2024-08-16,M10004
PR21981,P03871,V1021,Allergic Dermatitis,2 times a day for 4 days,2024-03-27,M10000
PR21982,P03782,V1014,Parasitic Infestation,3 times a day for 6 days,2024-07-06,M10002
PR21983,P00728,V1036,Fracture,1 times a day for 9 days,2024-03-14,M10067
PR21984,P01106,V1009,Internal Injury,1 times a day for 13 days,2024-11-28,M10077
PR21985,P05421,V1004,Dental Abscess,1 times a day for 10 days,2024-01-08,M10077
PR21986,P01686,V1025,Severe Infection,1 times a day for 6 days,2025-02-05,M10002
PR21987,P06957,V1039,Allergic Dermatitis,3 times a day for 12 days,2024-07-09,M10000
PR21988,P00501,V1018,Mild Infection,1 times a day for 9 days,2024-06-09,M10004
PR21989,P08820,V1039,Mild Infection,2 times a day for 3 days,2024-06-29,M10004
PR21990,P02132,V1039,Fungal Infection,3 times a day for 4 days,2024-11-16,M10004
PR21991,P03488,V1007,Fracture,2 times a day for 9 days,2024-09-14,M10004
PR21992,P00934,V1012,Mild Infection,2 times a day for 5 days,2024-05-18,M10004
PR21993,P03658,V1030,Fracture,1 times a day for 3 days,2024-09-01,M10035
PR21994,P02914,V1048,Internal Injury,3 times a day for 3 days,2024-03-11,M10000
PR21995,P09709,V1003,Internal Injury,3 times a day for 12 days,2024-05-20,M10083
PR21996,P00823,V1005,Tooth Decay,1 times a day for 3 days,2024-10-09,M10048
PR21997,P05282,V1004,Severe Gingivitis,1 times a day for 8 days,2025-01-31,M10004
PR21998,P08793,V1042,Mild Infection,1 times a day for 14 days,2024-01-01,M10004
PR21999,P08537,V1002,Internal Injury,2 times a day for 7 days,2024-07-31,M10078
PR22000,P09661,V1045,Parasitic Infestation,1 times a day for 10 days,2024-04-06,M10002
PR22001,P06418,V1014,Mild Infection,1 times a day for 10 days,2024-11-11,M10004
PR22002,P00486,V1029,Severe Infection,3 times a day for 4 days,2024-07-17,M10002
PR22003,P05816,V1018,Nutritional Deficiency,2 times a day for 10 days,2024-07-24,M10000
PR22004,P04686,V1040,Internal Injury,2 times a day for 13 days,2024-09-14,M10046
PR22005,P05531,V1035,Nutritional Deficiency,2 times a day for 9 days,2024-03-28,M10000
PR22006,P04303,V1005,Severe Gingivitis,1 times a day for 6 days,2024-04-17,M10004
PR22007,P06606,V1045,Parasitic Infestation,3 times a day for 11 days,2024-04-12,M10002
PR22008,P00011,V1039,Parasitic Infestation,2 times a day for 7 days,2024-10-13,M10002
PR22009,P04211,V1041,Parasitic Infestation,3 times a day for 13 days,2025-02-05,M10002
PR22010,P01108,V1005,Mild Infection,2 times a day for 11 days,2024-04-29,M10004
PR22011,P05707,V1001,Fungal Infection,2 times a day for 5 days,2025-02-05,M10004
PR22012,P06936,V1023,Nutritional Deficiency,2 times a day for 9 days,2024-09-23,M10000
PR22013,P00162,V1047,Nutritional Deficiency,3 times a day for 14 days,2024-04-21,M10000
PR22014,P04929,V1001,Mild Infection,2 times a day for 8 days,2024-01-16,M10004
PR22015,P08629,V1007,Nutritional Deficiency,2 times a day for 6 days,2024-12-20,M10000
PR22016,P08253,V1014,Mild Infection,2 times a day for 4 days,2024-06-13,M10004
PR22017,P07884,V1026,Internal Injury,1 times a day for 6 days,2024-10-12,M10018
PR22018,P02500,V1008,Fracture,3 times a day for 8 days,2024-10-30,M10046
PR22019,P02113,V1040,Internal Injury,2 times a day for 5 days,2024-03-25,M10048
PR22020,P07880,V1012,Mild Infection,2 times a day for 9 days,2024-06-29,M10004
PR22021,P04247,V1046,Fracture,1 times a day for 10 days,2024-05-19,M10014
PR22022,P01085,V1042,Mild Infection,2 times a day for 9 days,2025-01-23,M10004
PR22023,P05653,V1044,Nutritional Deficiency,2 times a day for 13 days,2024-08-05,M10000
PR22024,P01278,V1030,Fracture,1 times a day for 3 days,2024-11-18,M10053
PR22025,P02713,V1008,Nutritional Deficiency,2 times a day for 8 days,2024-12-28,M10000
PR22026,P00944,V1026,Mild Infection,3 times a day for 14 days,2024-03-10,M10004
PR22027,P00673,V1025,Mild Infection,2 times a day for 9 days,2024-04-27,M10004
PR22028,P01695,V1009,Internal Injury,1 times a day for 5 days,2024-07-13,M10082
PR22029,P00889,V1005,Nutritional Deficiency,1 times a day for 7 days,2025-02-11,M10000
PR22030,P01491,V1030,Fracture,3 times a day for 12 days,2024-02-27,M10066
PR22031,P05118,V1035,Tooth Decay,2 times a day for 9 days,2024-12-14,M10014
PR22032,P02964,V1034,Mild Infection,3 times a day for 10 days,2024-11-15,M10004
PR22033,P01154,V1027,Mild Infection,3 times a day for 5 days,2024-04-10,M10004
PR22034,P05152,V1036,Mild Infection,3 times a day for 14 days,2024-03-22,M10004
PR22035,P07548,V1022,Mild Infection,2 times a day for 10 days,2024-10-09,M10004
PR22036,P05049,V1001,Mild Infection,2 times a day for 6 days,2024-08-20,M10004
PR22037,P09259,V1046,Internal Injury,1 times a day for 7 days,2024-02-17,M10058
PR22038,P02380,V1035,Tooth Decay,1 times a day for 5 days,2024-12-03,M10056
PR22039,P00727,V1031,Parasitic Infestation,1 times a day for 14 days,2024-06-06,M10002
PR22040,P03610,V1009,Fracture,2 times a day for 5 days,2024-11-28,M10056
PR22041,P08747,V1031,Fungal Infection,2 times a day for 6 days,2024-12-28,M10004
