BillID,AppointmentID,Total_amt,Payment_Date,Payment_Status
B14654,A21964,154,7/1/2024,Completed
B14655,A21968,252,,Pending
B14656,A21971,222,11/19/2024,Completed
B14657,A21972,397,2/5/2024,Completed
B14658,A21975,70,10/21/2024,Completed
B14659,A21976,398,10/4/2024,Completed
B14660,A21980,251,8/16/2024,Completed
B14661,A21981,182,12/6/2024,Completed
B14662,A21983,487,,Pending
B14663,A21987,318,,Pending
B14664,A21992,478,6/7/2024,Completed
B14665,A21994,157,3/19/2024,Completed
B14666,A21996,258,,Pending
B14667,A21998,284,4/13/2024,Completed
